# STCG residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 7.571146e+00
# iters            rel. res.
      3            9.342463e-01
      4            8.905679e-01
      5            8.904793e-01
      6            8.746013e-01
      7            8.739979e-01
      8            8.734133e-01
      9            8.654018e-01
     10            8.651128e-01
     11            8.404666e-01
     12            8.389573e-01
     13            8.268039e-01
     14            8.265755e-01
     15            8.215011e-01
     16            8.213313e-01
     17            8.121974e-01
     18            8.117103e-01
     19            8.113401e-01
     20            8.062270e-01
     21            8.052355e-01
     22            7.993695e-01
     23            7.987159e-01
     24            7.982029e-01
     25            7.969352e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.021640e+00
# iters            rel. res.
      0            9.559319e-01
      1            8.812269e-01
      2            6.921309e-01
      3            6.600748e-01
      4            5.505436e-01
      5            5.006232e-01
      6            4.925343e-01
      7            3.822400e-01
      8            3.801188e-01
      9            3.021106e-01
     10            3.005739e-01
     11            2.993899e-01
     12            2.743086e-01
     13            2.730267e-01
     14            2.369320e-01
     15            2.362492e-01
     16            2.356462e-01
     17            2.249484e-01
     18            2.227163e-01
     19            2.135552e-01
     20            2.084184e-01
     21            2.063191e-01
     22            1.732497e-01
     23            1.677338e-01
     24            1.378540e-01
     25            1.378041e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.686691e-01
# iters            rel. res.
      0            3.915820e-01
      1            3.527472e-01
      2            2.512948e-01
      3            2.477353e-01
      4            2.091831e-01
      5            2.071541e-01
      6            2.051944e-01
      7            1.863054e-01
      8            1.852039e-01
      9            1.581894e-01
     10            1.570282e-01
     11            1.560349e-01
     12            1.463950e-01
     13            1.462209e-01
     14            1.383963e-01
     15            1.383663e-01
     16            1.383377e-01
     17            1.342306e-01
     18            1.340820e-01
     19            1.288907e-01
     20            1.269798e-01
     21            1.266274e-01
     22            1.130833e-01
     23            1.125144e-01
     24            1.072848e-01
     25            1.071558e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 8.302810e-01
# iters            rel. res.
      0            8.725300e-01
      1            8.517436e-01
      2            5.884193e-01
      3            5.841294e-01
      4            3.382075e-01
      5            3.060022e-01
      6            2.979281e-01
      7            2.380180e-01
      8            2.364785e-01
      9            2.064010e-01
     10            2.051603e-01
     11            2.040449e-01
     12            1.858219e-01
     13            1.837662e-01
     14            1.594768e-01
     15            1.455233e-01
     16            1.391565e-01
     17            1.176887e-01
     18            1.145050e-01
     19            1.055698e-01
     20            1.030895e-01
     21            1.019796e-01
     22            8.809636e-02
     23            8.611838e-02
     24            7.355063e-02
     25            7.345198e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 5.240027e-01
# iters            rel. res.
      0            5.177068e-01
      1            4.139488e-01
      2            3.559335e-01
      3            3.359351e-01
      4            2.643480e-01
      5            2.571731e-01
      6            2.529554e-01
      7            2.389475e-01
      8            2.275433e-01
      9            2.214073e-01
     10            2.125639e-01
     11            2.122296e-01
     12            1.648341e-01
     13            1.581839e-01
     14            1.424255e-01
     15            1.375210e-01
     16            1.341541e-01
     17            1.269785e-01
     18            1.222013e-01
     19            1.089275e-01
     20            1.089264e-01
     21            1.089253e-01
     22            9.858462e-02
     23            9.857936e-02
     24            8.247199e-02
     25            8.244211e-02
# Subspace cleared!
# GCROT residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 5.714765e-01
# iters            rel. res.
      0            1.000000e+00
      1            9.853844e-01
      2            6.149484e-01
      3            5.904713e-01
      4            5.259536e-01
      5            4.954678e-01
      6            4.267858e-01
      7            4.009682e-01
      8            3.178003e-01
      9            3.100029e-01
     10            2.603267e-01
     11            2.519062e-01
     12            2.305319e-01
     13            2.144341e-01
     14            2.013239e-01
     15            1.930694e-01
     16            1.682889e-01
